Date,NDataTimes,MeanWL,MinWL,MaxWL,MeanQin,MinQin,MaxQin,MeanSeaLevel,MinSeaLevel,MaxSeaLevel,MeanWaveHs,MinWaveHs,MaxWaveHs,MeanHsOffshore,MinHsOffshore,MaxHsOffshore,MeanWaveTs,MinWaveTs,MaxWaveTs,MeanWavePower,MinWavePower,MaxWavePower,MeanEAngle_Offshore,MinEAngle_Offshore,MaxEAngle_Offshore,MeanLST,MinLST,MaxLST,MeanRunup1,MinRunup1,MaxRunup1,MeanRunup2,MinRunup2,MaxRunup2,MeanR_high1,MinR_high1,MaxR_high1,MeanR_high2,MinR_high2,MaxR_high2,MeanQout,MinQout,MaxQout,MeanVolume,MinVolume,MaxVolume
01/07/2015,97,1.96130927835052,1.594,2.528,69.0572706185567,67.1336,72.0018,0.249932189200942,-0.528736138889713,1.01893890243282,1.62969072164948,1.12,2.03,1.8114007202138,1.23842456922456,2.26873460055185,5.92814432989691,5.37,6.66,11876.3279102055,5355.22989344912,18713.1018867341,27.2619814581941,25.7554265805129,28.9421673047236,0.00193425063569457,0.00102755882218142,0.00253368976274474,1.12110350519892,0.88429285953158,1.41662973412255,1.91125127560734,1.25150717675723,2.63740815268403,1.37103569439987,0.462763976600438,2.30688160158191,2.16118346480828,0.872677731477295,3.52724260402617,68.6525369729775,47.5889066677198,73.3174628585996,212391.090452313,162917.617740804,292690.484551678
02/07/2015,97,1.72503092783505,1.467,1.924,65.2935458762887,63.1814,67.1336,0.238378749605933,-0.584948859920065,1.08380046133031,0.912268041237113,0.79,1.12,0.967277329988411,0.804706550021429,1.23842456922456,4.65520618556701,3.43,5.72,3280.00138744141,2093.53226894235,5355.22989344912,12.947167950976,-1.26646626559211,25.7554265805129,0.000456969035974192,-3.75571629368309e-05,0.00102755882218142,0.634050175697768,0.432195368257373,0.88429285953158,0.809733973127431,0.500720904200818,1.25150717675723,0.8724289253037,0.0208699460454075,1.64588778324981,1.04811272273336,0.0909173593468742,1.94231034984392,65.9884740633392,57.634905706094,70.1979687811641,179930.477478356,147017.914941772,206022.82869852
03/07/2015,97,1.50385567010309,1.315,1.843,71.2926675257732,61.63785,118.6768,0.232045872288305,-0.600144071433668,1.069883690102,0.998814432989691,0.81,1.19,1.04789923287777,0.820811706662702,1.26224568736077,4.39912371134021,3.23,5.7,3251.30693787623,2033.97054170869,4627.28719282373,3.82154609609297,-6.61046048098964,15.4435001593792,0.000184698805493241,-0.000192869085677357,0.000739312128966765,0.631928781992099,0.414840126573704,0.885664677891505,0.833176918341428,0.48442239840467,1.24338786293727,0.863974654280404,-0.0292287265191586,1.93777001295651,1.06522279062973,0.150462317607066,2.29507851265309,70.7467896252757,58.9053245467729,117.572000471582,151854.40305673,128511.771318651,195203.912598899
04/07/2015,97,1.63345360824742,1.365,1.858,109.366620103093,97.0076,122.971,0.1865458726468,-0.695085699802508,1.12174474863323,0.969845360824743,0.88,1.15,0.985241696334272,0.89540449916477,1.17244684411287,3.69974226804123,3.58,3.8,3029.24239501801,2445.29973549374,4077.06513166874,3.84750211869203,-10.5251014481966,13.8262521960251,0.000183960073441532,-0.000355908875189154,0.000684893420489166,0.508218267199752,0.475521927333505,0.57005516941648,0.644783750026403,0.579387664087747,0.787126465284951,0.694764139846552,-0.210076767485421,1.60863863576754,0.831329622673202,-0.104756806609661,1.72226696476993,110.06237523511,95.6126854414984,124.513585852869,168207.932307344,134533.438300326,197195.739163987
05/07/2015,97,1.34431958762887,1.166,1.637,90.7595005154639,85.625,97.0076,0.271342482246694,-0.597825262042233,1.20474200416033,0.840979381443298,0.81,0.88,0.867616454122364,0.845487224995748,0.89540449916477,4.08170103092784,3.75,4.69,2273.92917397425,2175.32616171052,2457.80424533752,0.880366186093413,-10.5251014481966,12.7626879189468,2.05594886290434e-05,-0.000352844496315704,0.000420045711000629,0.524663895278424,0.485522213701462,0.608105721182831,0.625909439074452,0.572955636573341,0.729563161494215,0.796006377525119,-0.0600751211295839,1.77323800177413,0.897251921321147,0.0415673303661015,1.8798608588819,91.0401985779778,80.2866742442423,98.2853918491342,132282.495926005,110975.071873864,168388.077995621
06/07/2015,97,1.28972164948454,1.088,1.714,84.5457515463918,81.8191,87.3212,0.286025238017936,-0.584618153733848,1.21630118465657,0.91860824742268,0.86,1.06,0.989901589174703,0.887239384487008,1.09985091362058,5.30567010309279,3.82,6.72,3195.683949131,2457.80424533752,4044.82526994964,19.4175040577774,12.7626879189468,24.2608815169963,0.000562796635140652,0.000420045711000629,0.000692484937429124,0.738346408013565,0.49663380423546,0.933926141287917,0.928849788821872,0.598786404325864,1.12815941666921,1.0243716460315,0.028052134841427,1.86663317668579,1.21487502683981,0.145257854790392,2.04793971807165,84.3122735776245,77.0456370690555,91.3360976436325,126025.118582618,102051.996858934,178293.783873307
07/07/2015,97,1.3720824742268,1.123,1.777,79.4784690721649,75.1354,84.1422,0.272918476384299,-0.55805741550602,1.16553561207449,1.17335051546392,1.06,1.41,1.25493068976592,1.09985091362058,1.47244715341732,4.80484536082474,4.2,5.23,5126.01152325701,4044.82526994964,7002.05425482836,20.820045296699,15.4377704552452,27.0532727641606,0.000986417082712683,0.00068579993479716,0.00178136538122704,0.740799659453134,0.605934588950419,0.818218449596979,1.06451855441238,0.81611407229865,1.19853971117234,1.01371813583743,0.122035738353266,1.91889255218145,1.33743703079668,0.376261772662151,2.3168453533709,79.2224571922074,65.0881425167727,87.7003410641967,135977.769968094,106033.273606752,186503.026610377
08/07/2015,97,1.51098969072165,1.225,2.161,71.3698170103093,68.38075,75.1354,0.234520466727959,-0.599858717173594,1.13789625968403,1.82530927835052,1.41,2.13,2.01538254102247,1.47244715341732,2.38332874199014,5.68211340206186,4.26,6.45,13768.2710949809,7002.05425482836,19009.4191693784,28.2411744908388,25.7035947859178,29.8929985761898,0.00235082452074813,0.00178136538122704,0.00279098267657765,1.13753289869219,0.711322606253501,1.38099499029749,2.06210420751265,1.10819726005481,2.65845888362699,1.37205336542015,0.180028303493084,2.4665268213093,2.29662467424061,0.665999443079546,3.70313291619415,70.5022068834822,55.4632297143862,79.1711618817687,153307.725313385,117844.022185525,238596.77028773
09/07/2015,97,2.17703092783505,1.831,2.738,67.0678860824742,64.6772,68.9384,0.221015112456709,-0.573732141377717,1.02811283856673,2.08067010309278,1.75,2.27,2.30188168061863,1.92327194945074,2.50936229204126,6.08051546391753,5.72,6.38,17789.567476399,11856.7041379278,21522.5155264538,20.4462637225903,16.9737865951091,25.7035947859178,0.00203319720688084,0.00130223813048322,0.0025479108711566,1.2976316984899,1.11319090892677,1.42082709165943,2.47777539411792,1.95378287386696,2.80529168860936,1.51864681094661,0.742245316364295,2.42772232796598,2.69879050657462,1.92485451889185,3.80221109479697,65.9954128717687,53.7628947416735,72.2377060285437,241709.8505716,193614.276486594,326294.29735349
10/07/2015,97,2.36120618556701,2.01,2.805,62.8152067010309,59.8848,64.6772,0.104718683385474,-0.689823452732088,0.92032393369922,1.44056701030928,1.28,1.75,1.58465674450856,1.40990309911672,1.92327194945074,5.97216494845361,5.67,6.29,7967.04660805206,6193.63022611099,11856.7041379278,15.1390370032388,14.5187382427433,16.9737865951091,0.000820435391440266,0.000628528420470007,0.00130223813048322,1.0531853195874,1.02837671817489,1.11319090892677,1.66819557088977,1.54114534670512,1.95378287386696,1.15790400297288,0.365758803210829,2.03351484262599,1.77291425427525,0.927402662642828,2.87410680756618,63.9849060263121,53.8404071049387,71.6357581489307,268286.712229217,217678.704598323,337450.006640305
11/07/2015,97,1.7249587628866,1.481,2.037,57.579669072165,54.9034,59.8848,0.0361809273085318,-0.794938811121492,0.885103436712092,1.2460824742268,1.18,1.29,1.37333310699457,1.2975527351745,1.42368186918931,6.45628865979381,6.29,6.61,6077.17304962375,5408.87375521702,6587.02205491171,16.7853317956429,13.7512976659429,19.3850788344291,0.000673971407857755,0.000515950064871409,0.000803259184194722,1.07336634972218,1.01555257102412,1.12125173095702,1.56635936400616,1.44689798421199,1.66257853791887,1.10954727703072,0.273987479302185,1.96295923459717,1.60254029131469,0.775407449660054,2.4963142609865,58.2805667497007,51.3521352822769,60.9198059038274,180062.858903631,148751.698427704,221374.345004199
12/07/2015,97,1.47643298969072,1.293,1.726,52.7692757731959,50.3934,54.9034,0.0130612736939057,-0.825893521146211,0.852306419558204,1.12340206185567,1.04,1.4,1.21912158581214,1.13728399822643,1.44823138711855,6.22340206185567,4.15,6.81,4900.28764370942,4265.99891705151,6901.17417657164,8.75019029423553,2.3116894098898,13.7512976659429,0.000299038267016494,0.000161986033985806,0.000515950064871409,0.971091816653188,0.674539277763411,1.05533254056225,1.33132547999878,0.993567162637583,1.44689798421199,0.984153090347094,0.174382790624502,1.9055044705584,1.34438675369269,0.478564047953692,2.25688497042387,53.0301075725046,46.8747665391091,58.2168012639488,148413.728722044,125883.466747308,179850.199790893
13/07/2015,97,1.47411340206186,1.255,1.919,48.8989835051546,46.9854,50.3934,0.00293247813127272,-0.855888723857961,0.839827985803429,1.33567010309278,1.22,1.46,1.40932430453973,1.31122742261413,1.51640575895254,4.61149484536082,4.15,5.11,6542.30956997878,5658.52553493747,7538.10713619132,-2.06553363023018,-9.64924572263596,2.3116894098898,-0.000105661905961127,-0.000561918930674488,0.000161986033985806,0.752881493334474,0.689389512188997,0.818497796235045,1.14550233037467,1.06182710795718,1.23263727346014,0.755813971465746,-0.151273769766343,1.64623596608469,1.14843480850595,0.219969643075166,2.06228491809193,48.8514470879222,39.2549632137192,55.6340596361619,148362.453159995,121374.922875812,205350.515412613
